name,cluster,label
Sequence-21682,C571,1
Sequence-71259,C6788,1
Sequence-118174,C3798,0
Sequence-124346,C6070,0
Sequence-17246,C2489,0
Sequence-84065,C5899,0
Sequence-31575,C1404,1
Sequence-125599,C1307,0
Sequence-123677,C48,0
Sequence-40493,C3838,0
Sequence-131939,C4305,0
Sequence-26275,C5036,0
Sequence-123753,C3413,0
Sequence-76166,C7113,0
Sequence-77392,C2756,0
Sequence-90691,C3778,0
Sequence-9768,C3470,0
Sequence-113367,C90,1
Sequence-63945,C6936,0
Sequence-92034,C3125,0
Sequence-13766,C174,1
Sequence-89789,C1706,0
Sequence-17710,C966,0
Sequence-97374,C1372,0
Sequence-105931,C4529,0
Sequence-118404,C1813,0
Sequence-126727,C864,0
Sequence-87404,C470,0
Sequence-67626,C5660,0
Sequence-111485,C4960,0
Sequence-134885,C7460,1
Sequence-74271,C6757,0
Sequence-129501,C1033,0
Sequence-106852,C6137,0
Sequence-53831,C4506,0
Sequence-30068,C779,0
Sequence-121059,C1693,0
Sequence-8470,C5172,0
Sequence-47682,C3428,0
Sequence-18373,C6003,0
Sequence-123237,C3741,0
Sequence-117407,C5236,0
Sequence-141572,C5322,0
Sequence-27532,C2365,0
Sequence-96936,C6070,1
Sequence-128440,C1204,1
Sequence-133969,C3682,0
Sequence-54989,C1404,0
Sequence-114677,C4196,0
Sequence-128405,C3678,0
Sequence-72784,C1858,0
Sequence-135152,C2446,0
Sequence-130800,C5330,0
Sequence-61553,C3015,1
Sequence-103117,C6874,0
Sequence-3261,C4513,0
Sequence-60990,C4996,0
Sequence-115096,C6627,0
Sequence-111613,C1373,1
Sequence-18707,C859,0
Sequence-104039,C4428,0
Sequence-85519,C6788,1
Sequence-55457,C2311,0
Sequence-133001,C7123,1
Sequence-118750,C5017,1
Sequence-76656,C5118,0
Sequence-118615,C7218,0
Sequence-84924,C7675,0
Sequence-37125,C3432,0
Sequence-136033,C6782,0
Sequence-134767,C2498,0
Sequence-116501,C7669,0
Sequence-77702,C5895,0
Sequence-18607,C3351,0
Sequence-18935,C1176,0
Sequence-109870,C31,1
Sequence-82074,C1798,0
Sequence-84837,C4268,0
Sequence-82638,C3459,0
Sequence-86435,C924,0
Sequence-34628,C4917,0
Sequence-132592,C7907,0
Sequence-111549,C5310,0
Sequence-129382,C631,0
Sequence-53262,C3391,0
Sequence-96154,C42,0
Sequence-50349,C357,0
Sequence-60616,C6125,1
Sequence-90888,C3957,1
Sequence-124789,C5718,0
Sequence-23163,C3125,1
Sequence-120852,C3754,0
Sequence-54480,C571,1
Sequence-70447,C7227,0
Sequence-119755,C5874,0
Sequence-130678,C7607,0
Sequence-49227,C2979,0
Sequence-130373,C3239,0
Sequence-74582,C1404,1
Sequence-107798,C6684,1
Sequence-112766,C2112,1
Sequence-131532,C6489,0
Sequence-55382,C2410,0
Sequence-92832,C3598,0
Sequence-37000,C3208,0
Sequence-75074,C6788,1
Sequence-74270,C3992,0
Sequence-96788,C4245,0
Sequence-48479,C571,1
Sequence-111909,C856,0
Sequence-67863,C2254,0
Sequence-22690,C752,0
Sequence-21232,C6928,0
Sequence-27441,C2181,0
Sequence-14391,C5383,0
Sequence-102610,C3933,0
Sequence-21361,C1588,0
Sequence-107596,C90,1
Sequence-60487,C1858,0
Sequence-107073,C6993,0
Sequence-133526,C1625,1
Sequence-105778,C2569,0
Sequence-69619,C3967,0
Sequence-76679,C5151,0
Sequence-80124,C3710,0
Sequence-113004,C2790,0
Sequence-64298,C3122,0
Sequence-110186,C689,0
Sequence-15015,C4549,0
Sequence-80126,C370,0
Sequence-106975,C7131,0
Sequence-50587,C7524,0
Sequence-85443,C5899,0
Sequence-139199,C1884,1
Sequence-106406,C2423,0
Sequence-134514,C3015,0
Sequence-130515,C295,0
Sequence-46405,C174,1
Sequence-72844,C1375,0
Sequence-13378,C5017,0
Sequence-108040,C6939,0
Sequence-97467,C6313,0
Sequence-33106,C271,0
Sequence-44651,C1813,0
Sequence-3920,C571,1
Sequence-35044,C571,0
Sequence-140111,C1404,0
Sequence-57522,C3015,1
Sequence-30612,C90,1
Sequence-45910,C6684,1
Sequence-48080,C7495,0
Sequence-42673,C31,0
Sequence-139755,C5756,0
Sequence-112768,C5771,0
Sequence-43445,C792,0
Sequence-109822,C4969,0
Sequence-60438,C3716,0
Sequence-107071,C6788,0
Sequence-51499,C3678,0
Sequence-22269,C2371,0
Sequence-56947,C2126,0
Sequence-63839,C4297,0
Sequence-12984,C6208,0
Sequence-62930,C2841,0
Sequence-111346,C7924,0
Sequence-128028,C3012,0
Sequence-106747,C4253,0
Sequence-55716,C7163,0
Sequence-9832,C174,0
Sequence-77210,C4595,0
Sequence-34392,C3125,0
Sequence-112290,C1858,1
Sequence-96274,C2428,0
Sequence-12141,C3809,0
Sequence-24560,C5449,0
Sequence-29167,C3478,0
Sequence-43850,C1650,0
Sequence-135545,C471,0
Sequence-36919,C4716,1
Sequence-33436,C1157,0
Sequence-73521,C7286,0
Sequence-91868,C6133,0
Sequence-8926,C3571,0
Sequence-34261,C7051,0
Sequence-50901,C6067,0
Sequence-16137,C3468,0
Sequence-94300,C4592,0
Sequence-128264,C3315,0
Sequence-120231,C4881,0
Sequence-21091,C3052,0
Sequence-49257,C2749,0
Sequence-106812,C5046,0
Sequence-121265,C3973,0
Sequence-37196,C59,0
Sequence-49697,C3015,1
Sequence-114435,C1462,0
Sequence-137336,C1404,0
Sequence-107472,C2809,0
Sequence-14865,C1204,0
Sequence-124100,C2648,0
Sequence-117140,C6770,0
Sequence-88122,C6447,0
Sequence-56030,C571,1
Sequence-27474,C6597,0
Sequence-99008,C1519,0
Sequence-71159,C842,0
Sequence-76401,C1715,0
Sequence-137318,C1759,0
Sequence-66557,C2853,0
Sequence-54249,C3694,0
Sequence-131489,C7243,0
Sequence-12058,C1625,0
Sequence-85392,C7209,0
Sequence-86899,C7680,0
Sequence-134667,C2619,0
Sequence-121723,C3582,0
Sequence-19412,C5204,0
Sequence-80710,C1957,0
Sequence-47413,C4831,0
Sequence-105679,C6716,0
Sequence-18863,C2873,0
Sequence-31498,C3125,1
Sequence-20973,C5036,0
Sequence-27659,C4563,0
Sequence-97206,C406,0
Sequence-58506,C1458,0
Sequence-45750,C6982,0
Sequence-138902,C2917,0
Sequence-98213,C4075,0
Sequence-31992,C7196,0
Sequence-117075,C4774,0
Sequence-61915,C6797,0
Sequence-90954,C2893,0
Sequence-87535,C4459,0
Sequence-33717,C6692,0
Sequence-1647,C867,0
Sequence-33094,C1361,0
Sequence-105133,C31,1
Sequence-81721,C30,0
Sequence-76524,C3069,0
Sequence-124397,C1858,0
Sequence-56710,C6744,0
Sequence-123248,C5056,0
Sequence-71835,C7065,0
Sequence-79093,C571,1
Sequence-67233,C2601,0
Sequence-16089,C3541,0
Sequence-50875,C2266,1
Sequence-11319,C6540,0
Sequence-79932,C3015,1
Sequence-137598,C2203,0
Sequence-109104,C90,0
Sequence-46753,C1796,0
Sequence-65121,C5938,0
Sequence-36777,C5822,1
Sequence-18822,C8,0
Sequence-140152,C7208,0
Sequence-64712,C1682,0
Sequence-6607,C773,0
Sequence-71985,C5832,0
Sequence-66223,C7459,0
Sequence-141517,C6906,0
Sequence-70589,C4714,0
Sequence-71457,C2066,0
Sequence-104942,C3903,0
Sequence-135461,C31,1
Sequence-46066,C1404,1
Sequence-75122,C1697,0
Sequence-81391,C6453,0
Sequence-91958,C7566,0
Sequence-72604,C4468,0
Sequence-72891,C6672,0
Sequence-129023,C732,0
Sequence-27526,C3261,0
Sequence-84219,C514,0
Sequence-82881,C5652,0
Sequence-82461,C7673,0
Sequence-71467,C3873,0
Sequence-51789,C2024,0
Sequence-121098,C6479,0
Sequence-65709,C3997,0
Sequence-23491,C2981,0
Sequence-138026,C6917,0
Sequence-127096,C5754,0
Sequence-107785,C4298,0
Sequence-81368,C4463,0
Sequence-115951,C5742,0
Sequence-11244,C5017,0
Sequence-9528,C4591,0
Sequence-121455,C4786,0
Sequence-19812,C2740,0
Sequence-36232,C4914,0
Sequence-50099,C1554,1
Sequence-105714,C5419,0
Sequence-6408,C1404,1
Sequence-36798,C571,1
Sequence-47584,C2266,1
Sequence-62872,C4299,0
Sequence-83344,C3015,1
Sequence-107595,C90,1
Sequence-113479,C2111,0
Sequence-107966,C158,1
Sequence-127147,C4093,0
Sequence-2026,C2657,0
Sequence-55183,C2714,0
Sequence-124380,C5035,0
Sequence-120911,C6592,0
Sequence-19141,C4367,0
Sequence-43908,C7708,0
Sequence-69879,C7514,0
Sequence-97881,C2698,0
Sequence-8610,C1204,1
Sequence-65163,C31,0
Sequence-134848,C7123,1
Sequence-100480,C3423,0
Sequence-52712,C6254,0
Sequence-122504,C386,0
Sequence-125057,C5999,0
Sequence-24660,C506,0
Sequence-142095,C7341,0
Sequence-120082,C3975,0
Sequence-46928,C1865,0
Sequence-71910,C3468,0
Sequence-137548,C1248,0
Sequence-125594,C5939,0
Sequence-23092,C3715,0
Sequence-46185,C548,0
Sequence-69512,C5877,0
Sequence-134722,C2926,0
Sequence-14565,C1813,0
Sequence-117440,C11,0
Sequence-114355,C1856,0
Sequence-40523,C546,0
Sequence-41188,C5255,0
Sequence-130555,C4773,0
Sequence-1761,C4839,0
Sequence-135361,C4298,0
Sequence-67994,C3305,0
Sequence-71442,C1154,0
Sequence-114821,C2588,0
Sequence-44871,C6628,0
Sequence-129838,C3125,0
Sequence-86405,C1811,0
Sequence-64799,C6112,0
Sequence-33647,C571,0
Sequence-97850,C2846,0
Sequence-76201,C3753,0
Sequence-14893,C3652,0
Sequence-17532,C1524,0
Sequence-81141,C90,0
Sequence-4772,C1779,0
Sequence-38914,C1858,0
Sequence-88513,C373,0
Sequence-8179,C3903,0
Sequence-114575,C743,0
Sequence-110901,C2398,0
Sequence-51297,C5609,0
Sequence-9551,C3413,0
Sequence-85899,C6911,0
Sequence-27492,C3186,0
Sequence-102476,C3945,0
Sequence-5740,C881,0
Sequence-50980,C5877,0
Sequence-68328,C7354,0
Sequence-34246,C4716,0
Sequence-126524,C3620,0
Sequence-22072,C2779,0
Sequence-14772,C31,1
Sequence-133147,C122,0
Sequence-127784,C2508,0
Sequence-43822,C6872,0
Sequence-67593,C6645,0
Sequence-139434,C5816,0
Sequence-59941,C4087,0
Sequence-7462,C236,0
Sequence-55371,C1727,0
Sequence-133779,C7880,0
Sequence-84010,C3692,0
Sequence-88115,C5386,0
Sequence-80463,C4684,0
Sequence-14905,C3828,0
Sequence-70423,C7400,0
Sequence-115017,C911,0
Sequence-38885,C6319,0
Sequence-114960,C7073,0
Sequence-118583,C7761,0
Sequence-20050,C3174,0
Sequence-67799,C3797,0
Sequence-93288,C7306,0
Sequence-138045,C5434,0
Sequence-45561,C6358,0
Sequence-45680,C3507,0
Sequence-75214,C4575,0
Sequence-111448,C2152,0
Sequence-14353,C571,1
Sequence-60831,C7212,0
Sequence-62563,C2935,0
Sequence-35147,C3509,0
Sequence-129085,C174,0
Sequence-137967,C1204,1
Sequence-58349,C7404,0
Sequence-79611,C31,1
Sequence-132901,C2480,0
Sequence-96801,C585,0
Sequence-108884,C3376,0
Sequence-81139,C90,0
Sequence-31416,C4850,1
Sequence-96454,C2052,0
Sequence-138421,C2387,0
Sequence-69628,C760,0
Sequence-105690,C7376,0
Sequence-30174,C1614,0
Sequence-11820,C5993,0
Sequence-116003,C2293,0
Sequence-66861,C5323,0
Sequence-53627,C6125,0
Sequence-50792,C2059,0
Sequence-68040,C1144,0
Sequence-140963,C3627,0
Sequence-119858,C4351,0
Sequence-9692,C1858,1
Sequence-112222,C1991,0
Sequence-63463,C2872,0
Sequence-109026,C7010,0
Sequence-87883,C5676,0
Sequence-41909,C578,0
Sequence-42016,C4865,0
Sequence-124294,C3840,0
Sequence-72558,C7271,0
Sequence-109886,C7002,0
Sequence-57875,C2021,0
Sequence-77835,C3885,0
Sequence-29398,C6748,0
Sequence-49850,C6119,0
Sequence-86071,C4298,0
Sequence-44701,C1274,0
Sequence-82484,C6269,0
Sequence-83859,C1221,0
Sequence-115734,C5437,0
Sequence-3817,C1190,0
Sequence-67516,C2266,1
Sequence-78137,C5324,0
Sequence-102052,C1371,0
Sequence-71588,C2669,0
Sequence-19152,C90,0
Sequence-38218,C31,0
Sequence-106322,C4903,0
Sequence-12241,C571,1
Sequence-77264,C5823,0
Sequence-85107,C2734,0
Sequence-128950,C1304,0
Sequence-32793,C1868,0
Sequence-32299,C5428,0
Sequence-107807,C3979,0
Sequence-42928,C1769,1
Sequence-90878,C2266,1
Sequence-36253,C6033,0
Sequence-95172,C1813,0
Sequence-82786,C2409,0
Sequence-117540,C1204,1
Sequence-78988,C5996,0
Sequence-13735,C3639,0
Sequence-91198,C5539,0
Sequence-138378,C7031,0
Sequence-4271,C955,0
Sequence-15328,C5530,0
Sequence-66433,C4498,0
Sequence-25440,C6162,0
Sequence-66611,C5794,0
Sequence-81706,C7846,0
Sequence-129643,C7365,0
Sequence-59493,C6743,0
Sequence-79977,C5829,0
Sequence-135533,C4208,0
Sequence-107154,C5444,0
Sequence-50797,C3840,0
Sequence-26616,C1740,0
Sequence-135260,C1323,0
Sequence-104033,C6720,0
Sequence-79297,C6739,0
Sequence-33740,C5549,0
Sequence-128417,C174,0
Sequence-68617,C6745,0
Sequence-50971,C5488,0
Sequence-34687,C5546,0
Sequence-138912,C5323,1
Sequence-22298,C5397,0
Sequence-142259,C6960,0
Sequence-69135,C2265,0
Sequence-10501,C4284,0
Sequence-76105,C5689,0
Sequence-116165,C6042,0
Sequence-141889,C8002,0
Sequence-34233,C7032,0
Sequence-128606,C31,1
Sequence-85594,C90,0
Sequence-113461,C7762,0
Sequence-118957,C7928,0
Sequence-104689,C6469,0
Sequence-46446,C1496,0
Sequence-46561,C828,0
Sequence-20937,C6017,0
Sequence-16331,C5399,0
Sequence-26158,C6879,0
Sequence-80960,C7911,0
Sequence-56585,C641,0
Sequence-112523,C4533,0
Sequence-78683,C2011,0
Sequence-2761,C3129,0
Sequence-109479,C256,0
Sequence-32629,C3461,0
Sequence-50969,C1937,0
Sequence-89187,C2266,0
Sequence-6698,C158,0
Sequence-118332,C6447,0
Sequence-27416,C964,0
Sequence-138853,C4232,0
Sequence-136820,C344,0
Sequence-12627,C1467,0
Sequence-71713,C4788,0
Sequence-93363,C5550,0
Sequence-121447,C6817,0
Sequence-76265,C5006,0
Sequence-43525,C2971,0
Sequence-128205,C6050,0
Sequence-86081,C5565,0
Sequence-105389,C22,0
Sequence-9166,C3809,0
Sequence-15741,C4716,0
Sequence-134058,C1373,1
Sequence-22092,C6629,0
Sequence-17727,C4545,0
Sequence-94444,C7702,0
Sequence-131400,C1802,0
Sequence-58620,C5829,0
Sequence-33013,C3588,0
Sequence-23412,C7712,0
Sequence-104557,C1272,0
Sequence-119851,C7869,0
Sequence-138674,C312,0
Sequence-120566,C7123,0
Sequence-78719,C3254,0
Sequence-11909,C7174,0
Sequence-103063,C1383,0
Sequence-103683,C90,1
Sequence-140761,C1797,0
Sequence-94924,C5249,0
Sequence-76394,C6794,0
Sequence-28484,C2291,0
Sequence-55165,C1204,0
Sequence-109869,C31,1
Sequence-110370,C7701,0
Sequence-124259,C2836,0
Sequence-62229,C396,0
Sequence-97921,C4932,0
Sequence-131030,C2005,0
Sequence-9602,C4569,0
Sequence-40583,C6581,0
Sequence-128254,C295,0
Sequence-65807,C3010,0
Sequence-117422,C3395,0
Sequence-111969,C2532,0
Sequence-82340,C174,1
Sequence-49195,C3903,0
Sequence-92654,C5323,1
Sequence-117019,C6063,0
Sequence-79322,C4298,0
Sequence-70187,C3282,0
Sequence-84158,C6556,0
Sequence-31285,C477,0
Sequence-85176,C3685,0
Sequence-21963,C583,0
Sequence-72999,C7364,0
Sequence-107066,C788,0
Sequence-54173,C5036,0
Sequence-118640,C1626,0
Sequence-136196,C158,0
Sequence-104069,C6199,0
Sequence-112312,C7485,0
Sequence-15102,C4287,0
Sequence-59592,C4557,0
Sequence-24063,C1589,0
Sequence-77405,C717,0
Sequence-84510,C1858,1
Sequence-90545,C1894,0
Sequence-87699,C3589,0
Sequence-65440,C3983,0
Sequence-10423,C853,0
Sequence-50142,C6527,0
Sequence-62075,C2092,0
Sequence-74291,C2686,0
Sequence-85761,C2266,1
Sequence-46162,C5137,0
Sequence-83267,C4591,0
Sequence-102692,C31,1
Sequence-96138,C4915,0
Sequence-105808,C2266,0
Sequence-88642,C2856,0
Sequence-123548,C7597,0
Sequence-20719,C3314,0
Sequence-111995,C2786,0
Sequence-121960,C992,0
Sequence-90693,C1204,1
Sequence-53430,C7534,0
Sequence-95433,C7123,0
Sequence-130760,C90,1
Sequence-40555,C5253,0
Sequence-141326,C7002,0
Sequence-137143,C174,0
Sequence-45440,C6587,0
Sequence-47547,C1149,0
Sequence-131502,C733,0
Sequence-103560,C6889,0
Sequence-33961,C4850,0
Sequence-70660,C3909,0
Sequence-95761,C5134,0
Sequence-53003,C4338,0
Sequence-30545,C5743,0
Sequence-112806,C7925,0
Sequence-118789,C3553,0
Sequence-30813,C3884,0
Sequence-31656,C5229,0
Sequence-116460,C5214,0
Sequence-117155,C7872,0
Sequence-95703,C2123,0
Sequence-97232,C7014,0
Sequence-55641,C2610,0
Sequence-9922,C5323,0
Sequence-102751,C4852,0
Sequence-127070,C5305,0
Sequence-84265,C7461,0
Sequence-103432,C6585,1
Sequence-91128,C4936,0
Sequence-58577,C4531,0
Sequence-72449,C2988,0
Sequence-133953,C5507,0
Sequence-60945,C1579,0
Sequence-92762,C4939,0
Sequence-113779,C2283,0
Sequence-59961,C2270,0
Sequence-72663,C879,0
Sequence-34632,C6578,0
Sequence-78212,C6372,0
Sequence-125640,C7775,0
Sequence-14099,C4700,0
Sequence-36942,C31,1
Sequence-37732,C1127,1
Sequence-73813,C5253,0
Sequence-4400,C5584,0
Sequence-67695,C6662,0
Sequence-95357,C158,0
Sequence-108628,C7245,0
Sequence-93784,C2266,0
Sequence-110404,C7115,0
Sequence-108999,C831,0
Sequence-99567,C7036,0
Sequence-101090,C90,0
Sequence-124782,C7777,0
Sequence-126360,C7833,0
Sequence-87473,C2132,0
Sequence-124265,C2981,0
Sequence-3072,C2755,0
Sequence-116714,C3576,0
Sequence-4020,C4165,0
Sequence-91366,C5847,0
Sequence-107861,C6382,0
Sequence-104833,C208,0
Sequence-49256,C2866,1
Sequence-64884,C3056,0
Sequence-113310,C7682,0
Sequence-84602,C26,0
Sequence-125237,C7090,0
Sequence-26073,C3809,0
Sequence-135253,C6959,0
Sequence-113044,C1459,0
Sequence-56087,C7022,0
Sequence-56043,C6479,0
Sequence-75183,C4523,0
Sequence-112547,C1625,0
Sequence-9839,C5993,0
Sequence-136808,C174,0
Sequence-20003,C893,0
Sequence-70408,C1971,0
Sequence-125427,C474,0
Sequence-34582,C1866,0
Sequence-40562,C7064,0
Sequence-81459,C2744,0
Sequence-21678,C6167,0
Sequence-96412,C989,0
Sequence-52793,C1221,0
Sequence-123577,C1204,1
Sequence-81528,C2500,0
Sequence-125570,C4653,0
Sequence-42614,C553,0
Sequence-92872,C5323,1
Sequence-113530,C31,0
Sequence-16869,C4724,0
Sequence-32740,C4829,0
Sequence-141338,C3527,0
Sequence-45091,C5848,0
Sequence-4655,C1279,0
Sequence-87984,C3158,0
Sequence-77910,C3329,0
Sequence-42010,C90,0
Sequence-52387,C6831,0
Sequence-21707,C872,0
Sequence-49409,C4596,0
Sequence-15638,C884,0
Sequence-63965,C1259,0
Sequence-108963,C2652,0
Sequence-23894,C5105,0
Sequence-40097,C6342,0
Sequence-42685,C2956,0
Sequence-125826,C2790,0
Sequence-125295,C165,0
Sequence-55933,C1140,0
Sequence-81063,C1625,0
Sequence-20186,C7315,0
Sequence-76434,C1204,0
Sequence-78489,C7081,0
Sequence-65386,C5473,0
Sequence-51706,C20,0
Sequence-43582,C6157,0
Sequence-34492,C5011,0
Sequence-71016,C6125,0
Sequence-91206,C804,0
Sequence-56926,C432,0
Sequence-42945,C5755,0
Sequence-49524,C4707,0
Sequence-83271,C6452,0
Sequence-139598,C5128,0
Sequence-77579,C2112,0
Sequence-85199,C7318,0
Sequence-84193,C2561,0
Sequence-70943,C1010,0
Sequence-50229,C6013,0
Sequence-137463,C2678,0
Sequence-32171,C1554,0
Sequence-45855,C1858,0
Sequence-103290,C550,0
Sequence-120731,C7631,0
Sequence-352,C1957,0
Sequence-73592,C5116,0
Sequence-73329,C263,0
Sequence-38220,C31,0
Sequence-3684,C2112,0
Sequence-47684,C1064,0
Sequence-125783,C90,0
Sequence-77949,C1858,0
Sequence-66720,C5975,0
Sequence-77902,C1899,0
Sequence-52412,C6809,0
Sequence-10485,C4305,0
Sequence-46617,C2266,1
Sequence-3974,C1204,0
Sequence-2394,C4850,1
Sequence-63529,C6797,1
Sequence-93786,C4002,0
Sequence-35934,C1785,0
Sequence-130505,C7992,0
Sequence-109931,C6927,0
Sequence-86600,C5510,0
Sequence-16304,C4380,0
Sequence-543,C4466,0
Sequence-55822,C6744,0
Sequence-111315,C1373,1
Sequence-79584,C1427,0
Sequence-84956,C1788,1
Sequence-135559,C482,0
Sequence-46462,C329,0
Sequence-9958,C3102,0
Sequence-96434,C3637,0
Sequence-27486,C960,0
Sequence-89288,C3634,0
Sequence-90634,C2040,0
Sequence-71930,C1127,0
Sequence-90610,C7258,1
Sequence-37302,C4716,0
Sequence-32256,C4988,0
Sequence-51115,C4340,0
Sequence-4680,C4484,0
Sequence-118249,C5824,0
Sequence-24011,C6298,0
Sequence-55482,C5592,0
Sequence-13425,C6022,0
Sequence-98882,C1732,0
Sequence-127918,C6962,0
Sequence-105058,C6159,0
Sequence-119437,C3903,1
Sequence-70797,C2981,0
Sequence-53574,C7603,0
Sequence-3747,C3494,0
Sequence-37019,C5681,0
Sequence-16626,C1829,0
Sequence-64170,C2266,1
Sequence-42674,C31,0
Sequence-87682,C4810,0
Sequence-94921,C5323,1
Sequence-93355,C2335,0
Sequence-50665,C90,0
Sequence-12450,C1476,0
Sequence-103431,C6584,0
Sequence-107668,C4035,0
Sequence-89815,C1769,0
Sequence-78059,C5960,1
Sequence-57210,C3585,0
Sequence-71998,C4738,0
Sequence-39885,C110,0
Sequence-63985,C2575,0
Sequence-68004,C936,0
Sequence-122499,C7672,0
Sequence-105686,C4694,0
Sequence-128890,C6125,0
Sequence-22249,C6680,0
Sequence-110067,C3228,0
Sequence-12458,C5662,1
Sequence-136898,C7129,0
Sequence-71162,C3588,0
Sequence-68930,C3194,0
Sequence-81300,C1828,0
Sequence-131699,C7441,0
Sequence-93211,C3755,0
Sequence-6547,C2001,0
Sequence-100384,C6780,0
Sequence-28338,C3308,0
Sequence-13293,C2200,0
Sequence-91539,C3853,0
Sequence-85692,C1373,1
Sequence-80055,C7517,0
Sequence-28125,C1797,0
Sequence-127404,C7988,0
Sequence-104745,C7504,0
Sequence-69971,C6815,0
Sequence-138284,C2294,0
Sequence-23890,C3410,0
Sequence-17442,C3207,0
Sequence-133215,C702,0
Sequence-87040,C5725,0
Sequence-98606,C4219,0
Sequence-62632,C5640,0
Sequence-134838,C7108,0
Sequence-80429,C791,0
Sequence-12198,C482,1
Sequence-44276,C1150,0
Sequence-45262,C31,1
Sequence-46664,C5323,1
Sequence-52357,C6716,0
Sequence-18297,C5023,0
Sequence-95056,C7434,0
Sequence-69383,C1795,0
Sequence-18482,C1858,1
Sequence-57790,C4312,0
Sequence-55959,C3947,0
Sequence-71218,C90,0
Sequence-91472,C1533,0
Sequence-113741,C3017,0
Sequence-53803,C1204,1
Sequence-68562,C3903,0
Sequence-20162,C739,0
Sequence-127931,C5848,0
Sequence-9204,C2112,0
Sequence-22366,C900,0
Sequence-120515,C2285,0
Sequence-105390,C1505,0
Sequence-44834,C4331,0
Sequence-59851,C5991,0
Sequence-121015,C3233,0
Sequence-58153,C2642,0
Sequence-95636,C4315,0
Sequence-81682,C4298,0
Sequence-59229,C3448,0
Sequence-38505,C4013,0
Sequence-36323,C5309,0
Sequence-76819,C812,0
Sequence-34401,C4210,0
Sequence-69920,C5832,0
Sequence-128654,C6210,0
Sequence-86949,C3968,0
Sequence-13312,C1866,0
Sequence-52726,C197,0
Sequence-45294,C343,0
Sequence-99251,C7327,0
Sequence-58640,C6308,0
Sequence-78119,C5707,0
Sequence-24388,C3716,0
Sequence-22326,C4963,0
Sequence-82670,C6655,0
Sequence-16462,C4358,0
Sequence-131835,C4047,0
Sequence-78902,C5376,0
Sequence-110230,C4745,0
Sequence-42742,C1075,0
Sequence-34489,C5746,0
Sequence-88375,C1904,0
Sequence-60776,C1456,0
Sequence-105131,C31,1
Sequence-40316,C1204,1
Sequence-45546,C4892,0
Sequence-23015,C5629,1
Sequence-132798,C6847,0
Sequence-129510,C2555,0
Sequence-80316,C2101,0
Sequence-111210,C6918,0
Sequence-112865,C854,0
Sequence-57040,C4305,0
Sequence-40956,C2879,0
Sequence-84853,C2598,0
Sequence-26499,C48,0
Sequence-117319,C3634,0
Sequence-108567,C90,0
Sequence-138558,C5323,0
Sequence-86362,C3068,0
Sequence-112918,C7967,0
Sequence-62569,C1929,0
Sequence-19082,C1858,1
Sequence-38574,C3890,0
Sequence-122248,C1397,0
Sequence-67629,C5079,0
Sequence-55623,C6899,0
Sequence-117370,C2014,0
Sequence-20312,C464,0
Sequence-99664,C5922,0
Sequence-120273,C1149,1
Sequence-130319,C2591,0
Sequence-68709,C6935,0
Sequence-65539,C1096,0
Sequence-45884,C675,0
Sequence-101464,C7911,0
Sequence-18720,C1288,0
Sequence-59161,C6160,0
Sequence-108102,C1178,0
Sequence-107715,C3554,0
Sequence-131249,C3949,0
Sequence-119386,C4919,0
Sequence-121011,C982,0
Sequence-54273,C4884,0
Sequence-21302,C6932,0
Sequence-134742,C847,0
Sequence-104948,C4446,1
Sequence-110769,C2266,0
Sequence-77158,C5778,0
Sequence-116382,C4433,0
Sequence-122296,C7981,0
Sequence-52686,C6408,0
Sequence-49650,C31,1
Sequence-37182,C5578,0
Sequence-118274,C2266,1
Sequence-61636,C5893,1
Sequence-25286,C2614,0
Sequence-4519,C5938,0
Sequence-83752,C4922,0
Sequence-66949,C3967,0
Sequence-29023,C7211,0
Sequence-9992,C735,0
Sequence-78826,C6530,0
Sequence-75414,C6226,0
Sequence-92652,C1101,0
Sequence-9921,C1624,0
Sequence-26810,C90,0
Sequence-139530,C482,0
Sequence-86788,C2327,0
Sequence-43635,C2563,0
Sequence-138280,C3740,0
Sequence-136971,C1329,0
Sequence-104250,C6742,1
Sequence-135547,C1858,1
Sequence-52637,C3977,0
Sequence-78499,C4952,0
Sequence-27917,C655,0
Sequence-90326,C6893,0
Sequence-88919,C5600,0
Sequence-122138,C1359,0
Sequence-83808,C158,0
Sequence-2547,C4168,0
Sequence-26173,C1033,0
Sequence-133777,C7997,0
Sequence-58592,C2031,0
Sequence-109647,C481,0
Sequence-82844,C1804,0
Sequence-119586,C2364,0
Sequence-50057,C1588,0
Sequence-42532,C1373,0
Sequence-14331,C3464,0
Sequence-91164,C6999,0
Sequence-95334,C5451,0
Sequence-127832,C5323,1
Sequence-71794,C2254,0
Sequence-109785,C7784,0
Sequence-130775,C1190,0
Sequence-110449,C1332,0
Sequence-19766,C5629,0
Sequence-25952,C4983,0
Sequence-67768,C2868,0
Sequence-103215,C4302,0
Sequence-129907,C2266,0
Sequence-113231,C7792,0
Sequence-35008,C31,0
Sequence-51256,C6465,0
Sequence-99092,C6144,0
Sequence-96749,C7749,1
Sequence-72967,C6742,0
Sequence-94184,C4700,1
Sequence-72046,C1141,0
Sequence-89830,C7046,0
Sequence-123540,C532,0
Sequence-47267,C4314,0
Sequence-102208,C6339,0
Sequence-50168,C3927,0
Sequence-33309,C4998,0
Sequence-10644,C5006,1
